Marital_status,Application_mode,Application_order,Daytime_evening_attendance,Previous_qualification_grade,Mothers_qualification,Admission_grade,Displaced,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_evaluations,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_1st_sem_without_evaluations,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_evaluations,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade,Curricular_units_2nd_sem_without_evaluations,Status
single,1,1,daytime,133.1,38,98.6,no,no,yes,female,no,21,6,16,2,11.0,0,6,12,0,0.0,0,0
single,1,1,daytime,136.0,38,126.9,yes,no,yes,female,yes,19,7,7,7,13.285714285714286,0,7,7,7,14.428571428571429,0,1
single,17,1,daytime,139.0,19,146.7,yes,no,yes,female,yes,20,6,6,6,13.333333333333334,0,6,7,6,14.0,0,1
single,1,1,daytime,125.0,1,117.0,no,no,yes,female,yes,21,8,8,8,13.2575,0,8,8,8,13.2575,0,1
single,44,1,daytime,130.0,37,130.0,yes,no,yes,female,no,23,6,7,0,0.0,0,6,7,0,0.0,0,0
single,17,1,daytime,137.0,1,125.8,no,no,no,female,yes,18,6,10,6,12.666666666666666,0,6,6,2,11.5,0,0
married,39,1,evening,130.0,3,160.0,no,no,yes,female,no,30,5,5,5,14.6,0,5,5,5,15.4,0,0
single,1,1,daytime,130.0,9,134.2,yes,no,yes,female,no,20,5,13,0,0.0,5,5,5,0,0.0,5,0
married,43,2,daytime,160.0,37,96.0,no,no,no,female,no,29,5,7,3,12.333333333333334,0,5,8,0,0.0,0,0
single,18,1,daytime,100.0,38,101.8,yes,no,yes,female,no,24,5,5,5,10.8,0,5,11,2,11.0,0,1
single,1,1,daytime,136.0,19,125.2,yes,no,yes,female,no,20,6,7,6,11.666666666666666,0,6,10,6,11.333333333333334,0,1
single,43,1,evening,117.0,37,100.0,no,no,yes,female,no,27,6,6,4,12.5,0,6,6,6,14.333333333333334,0,0
married,7,1,daytime,140.0,37,140.0,no,no,yes,female,no,23,5,0,0,0.0,0,5,0,0,0.0,0,0
single,51,1,daytime,132.0,19,120.0,no,no,yes,female,yes,23,6,6,6,15.333333333333334,0,6,6,6,14.166666666666666,0,1
single,1,3,daytime,147.0,1,134.3,yes,no,yes,female,no,18,8,8,7,14.2,0,8,8,7,14.2,0,1
single,1,1,daytime,158.0,38,144.7,yes,no,yes,female,yes,19,6,6,6,14.833333333333334,0,6,6,6,14.666666666666666,0,1
single,17,6,daytime,142.0,19,131.9,yes,no,yes,female,no,19,7,7,7,13.642857142857142,0,8,8,8,14.3875,0,0
single,1,1,daytime,143.0,1,136.7,yes,no,yes,female,yes,18,6,6,6,13.833333333333334,0,6,6,6,14.0,0,0
single,1,2,daytime,135.0,1,129.8,yes,no,yes,female,no,19,6,6,6,11.833333333333334,0,6,7,6,13.0,0,1
single,1,1,daytime,160.0,1,146.5,no,no,yes,female,yes,18,6,7,6,13.428571428571429,0,6,10,6,13.5,0,1
single,43,1,evening,120.0,37,122.5,yes,no,yes,female,no,29,13,16,8,10.5,0,12,19,9,10.333333333333334,0,1
single,39,2,daytime,133.1,37,117.8,no,no,yes,female,no,24,7,10,6,11.416666666666666,0,8,9,8,11.9625,0,1
single,17,2,daytime,133.1,37,106.0,yes,no,yes,female,no,19,7,16,2,12.75,0,7,12,2,11.0,0,0
single,17,1,daytime,133.0,1,119.0,no,no,yes,female,no,19,7,10,6,11.15,0,7,7,7,12.814285714285717,0,1
single,1,1,daytime,120.0,38,115.1,no,no,yes,female,no,19,6,8,3,11.666666666666666,0,6,11,5,13.625,0,1
single,17,4,daytime,106.0,37,116.9,yes,no,yes,female,no,20,6,7,6,11.5,0,6,8,5,12.4,0,1
single,1,2,daytime,148.0,1,141.7,no,no,yes,female,no,18,6,6,6,13.833333333333334,0,6,6,6,12.666666666666666,0,1
single,1,2,daytime,134.0,1,127.7,yes,no,no,female,no,18,6,8,6,11.714285714285714,1,6,11,4,11.333333333333334,0,0
single,1,5,daytime,130.0,19,122.1,yes,no,yes,female,yes,19,7,8,7,11.678571428571429,0,8,10,7,13.0375,0,1
single,16,1,daytime,150.0,3,153.5,yes,no,yes,female,no,19,6,7,6,15.714285714285714,0,6,6,6,14.666666666666666,0,0
single,1,1,daytime,141.0,1,141.4,yes,no,yes,female,yes,18,0,0,0,0.0,0,0,0,0,0.0,0,1
single,1,1,daytime,140.0,19,135.8,yes,no,yes,female,yes,19,6,6,6,13.0,0,6,7,6,13.0,0,1
single,1,2,daytime,138.0,3,127.5,yes,no,yes,female,yes,18,7,7,7,14.485714285714286,0,8,9,8,14.58888888888889,0,1
single,39,1,evening,130.0,37,151.6,no,no,yes,female,no,24,5,9,5,12.285714285714286,0,5,8,5,12.125,0,1
single,39,1,daytime,133.1,19,121.4,no,yes,yes,female,no,28,7,12,4,13.375,0,7,7,5,13.5,0,1
single,42,1,daytime,133.0,1,100.0,no,no,yes,female,no,20,8,8,7,11.571428571428571,0,8,8,7,11.571428571428571,0,1
single,1,6,daytime,150.0,37,131.5,yes,no,yes,female,yes,19,8,8,7,12.657142857142857,0,8,8,7,12.657142857142857,0,1
single,17,1,daytime,117.0,37,109.3,no,no,no,female,no,22,5,9,2,10.0,1,5,11,1,10.0,0,0
single,1,1,daytime,145.0,19,127.9,yes,no,yes,female,no,19,6,7,6,13.714285714285714,0,6,6,6,13.166666666666666,0,1
single,7,1,daytime,140.0,37,140.0,yes,no,yes,female,no,36,14,21,13,13.071428571428571,0,11,16,11,13.0,0,1
single,44,1,daytime,160.0,37,160.0,no,no,yes,female,yes,19,6,7,6,15.333333333333334,0,6,9,6,14.0,0,1
single,17,1,daytime,125.0,4,119.8,no,no,yes,female,no,18,6,9,5,11.571428571428571,0,6,8,6,12.142857142857142,0,1
divorced,43,4,evening,133.1,37,153.0,no,no,no,female,no,40,5,10,0,0.0,0,5,5,0,0.0,0,0
single,1,2,daytime,139.0,38,125.0,yes,no,yes,female,yes,19,7,7,6,12.9,0,7,7,6,12.9,0,1
divorced,43,1,daytime,130.0,37,103.7,no,no,yes,female,no,38,8,12,5,13.126,1,8,12,5,13.126,1,1
single,7,1,daytime,120.0,37,120.0,no,no,yes,female,no,32,10,20,4,11.5,2,9,13,3,11.666666666666666,2,0
single,1,1,daytime,160.0,1,146.0,yes,no,yes,female,no,19,6,11,3,10.333333333333334,0,6,10,5,11.8,0,1
single,17,3,daytime,120.0,3,116.9,yes,no,yes,female,no,19,6,6,6,13.5,0,6,7,6,13.428571428571429,0,1
married,39,1,daytime,130.0,37,117.9,no,no,yes,female,no,35,1,1,0,0.0,1,5,0,0,0.0,0,0
single,1,1,daytime,124.0,38,128.6,yes,no,yes,female,no,20,5,5,4,12.0,0,4,4,2,11.5,0,1
single,17,1,daytime,150.0,19,135.0,no,no,yes,female,no,29,8,10,7,11.142857142857142,0,8,11,8,11.375,0,1
single,1,1,evening,140.0,37,124.6,no,no,yes,female,no,29,5,11,5,11.4,0,5,10,4,10.25,0,1
single,1,5,daytime,135.0,37,124.0,yes,no,yes,female,yes,19,8,8,7,12.771428571428572,1,8,8,7,12.771428571428572,1,1
single,1,6,daytime,143.0,38,129.5,yes,no,yes,female,yes,18,8,8,7,13.79857142857143,0,8,8,7,13.79857142857143,0,1
married,39,1,evening,100.0,38,111.3,no,yes,no,female,no,25,6,7,6,13.333333333333334,0,6,6,6,13.5,0,1
divorced,39,1,evening,133.1,37,95.0,no,yes,no,female,no,50,6,11,0,0.0,0,5,6,0,0.0,0,0
married,1,1,daytime,133.1,34,131.8,no,no,yes,female,no,24,15,17,14,11.357142857142858,0,14,15,13,12.846153846153848,0,0
single,1,5,daytime,132.0,38,119.1,no,no,yes,female,no,18,5,11,0,0.0,0,5,8,0,0.0,0,0
single,17,1,daytime,131.0,38,125.4,yes,no,yes,female,no,20,6,13,6,15.692307692307692,0,6,13,5,14.428571428571429,0,1
single,16,1,daytime,147.0,1,140.7,yes,yes,yes,female,yes,20,18,19,18,15.052631578947368,0,13,13,13,14.538461538461538,0,1
single,43,1,evening,141.0,37,131.9,no,no,yes,female,no,21,10,20,6,11.5,0,10,17,5,12.4,0,0
single,39,1,daytime,160.0,38,124.0,no,yes,yes,male,no,28,8,15,7,11.0,0,6,17,1,10.0,0,1
single,1,1,daytime,135.0,38,139.2,no,no,yes,male,yes,19,6,6,6,13.0,0,6,6,6,13.166666666666666,0,1
single,1,1,daytime,133.0,37,121.8,no,no,yes,male,yes,18,8,8,8,12.93875,0,8,8,8,12.93875,0,1
single,17,1,daytime,142.0,37,132.9,no,no,yes,male,no,22,0,0,0,0.0,0,0,0,0,0.0,0,1
single,44,1,daytime,130.0,37,130.0,no,no,yes,male,no,25,6,6,0,0.0,0,6,8,0,0.0,0,0
married,39,1,daytime,133.1,37,130.1,no,no,no,male,no,37,7,10,5,13.0,0,7,9,5,12.88,0,0
single,39,1,daytime,133.1,37,124.5,no,no,no,male,no,38,7,11,5,12.18,0,7,11,4,11.8125,0,0
married,39,1,daytime,130.0,19,162.3,no,no,yes,male,no,36,6,13,3,11.333333333333334,0,6,12,5,11.4,0,0
single,1,2,daytime,149.0,19,137.8,yes,no,yes,male,no,18,8,8,7,13.0,0,8,8,7,13.0,0,1
single,1,1,daytime,130.0,1,119.5,no,no,no,male,no,19,5,5,0,0.0,0,6,0,0,0.0,0,0
single,39,1,daytime,150.0,1,110.0,no,yes,yes,male,no,24,5,13,2,12.5,2,5,8,3,12.333333333333334,0,0
single,1,1,daytime,106.0,1,105.0,no,no,yes,male,no,20,6,9,5,11.0,0,6,9,5,12.166666666666666,0,1
single,1,1,daytime,162.0,37,142.8,yes,no,yes,male,no,21,0,0,0,0.0,0,0,0,0,0.0,0,0
married,43,3,evening,120.0,37,128.2,yes,no,yes,male,no,32,5,5,0,0.0,0,5,5,0,0.0,0,0
married,39,1,evening,133.1,38,120.0,no,no,yes,male,no,39,5,9,0,0.0,0,5,5,1,10.0,0,0
single,7,1,daytime,130.0,37,130.0,no,no,no,male,no,33,5,6,0,0.0,0,5,5,0,0.0,0,0
single,17,2,daytime,128.0,37,121.7,no,no,yes,male,yes,20,5,5,5,12.4,0,5,5,4,10.75,0,1
single,1,1,daytime,124.0,38,116.0,no,no,yes,male,no,19,6,8,6,15.5,0,6,10,6,14.1,0,1
married,39,1,evening,133.1,37,133.2,no,no,no,male,no,43,5,13,2,11.5,0,5,12,3,10.8,0,0
married,43,1,evening,114.0,37,116.7,no,no,yes,male,no,49,5,7,4,13.333333333333334,0,5,9,4,11.6,1,0
single,1,2,daytime,140.0,38,126.4,yes,no,yes,male,yes,18,6,8,6,12.666666666666666,0,6,6,6,13.5,0,1
single,39,1,daytime,160.0,1,140.0,no,no,yes,male,no,27,6,6,0,0.0,0,6,6,0,0.0,0,1
single,1,1,daytime,122.0,1,120.3,yes,no,yes,male,yes,19,5,8,5,12.6,0,5,9,5,13.6,0,0
single,39,1,daytime,140.0,37,118.0,no,yes,yes,male,yes,45,6,6,6,13.5,0,6,6,0,0.0,0,0
single,15,1,daytime,160.0,37,149.5,yes,no,no,male,no,19,6,6,6,13.0,0,6,8,6,13.0,0,1
single,44,1,daytime,130.0,1,130.0,no,no,yes,male,yes,21,6,15,6,11.714285714285714,0,6,8,4,11.75,0,1
single,1,1,daytime,141.0,1,126.3,no,no,yes,male,yes,18,6,8,6,12.166666666666666,0,6,7,5,13.0,0,1
single,17,3,daytime,127.0,37,116.2,no,no,yes,male,no,18,5,10,0,0.0,1,5,13,0,0.0,0,0
single,17,1,daytime,126.0,37,126.0,no,no,no,male,no,29,6,12,0,0.0,0,6,6,0,0.0,6,0
single,1,1,daytime,131.0,1,122.3,no,no,yes,male,no,19,5,6,5,11.5,0,5,5,5,11.6,0,1
single,1,1,daytime,130.0,19,119.5,yes,no,yes,male,yes,18,5,7,4,11.25,0,5,6,4,12.25,0,1
single,44,1,daytime,130.0,1,131.8,no,no,yes,male,yes,22,7,7,7,12.285714285714286,0,9,10,8,12.375,0,1
single,17,6,daytime,140.0,1,130.7,yes,no,yes,male,yes,18,7,7,7,12.718571428571428,0,8,11,8,12.805555555555555,0,0
single,44,1,daytime,140.0,1,140.0,no,no,yes,male,no,20,6,12,5,12.4,0,6,11,2,15.0,0,1
single,1,1,daytime,140.0,19,129.5,yes,no,yes,male,no,20,0,0,0,0.0,0,0,0,0,0.0,0,0
divorced,39,1,daytime,133.1,37,130.0,no,yes,yes,male,yes,29,6,16,1,14.0,0,6,7,0,0.0,0,0
single,39,1,daytime,120.0,11,114.0,yes,no,yes,male,no,29,5,10,3,11.666666666666666,0,5,8,4,11.25,0,0
single,43,1,daytime,121.0,1,121.0,yes,no,yes,male,no,23,6,15,1,13.0,0,6,8,4,11.25,0,1
single,17,1,daytime,123.0,3,116.4,yes,yes,yes,male,no,19,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,1,daytime,136.0,38,121.7,yes,no,yes,male,no,18,5,10,0,0.0,0,5,11,1,12.0,3,0
married,42,1,daytime,136.0,2,130.0,yes,no,yes,male,no,22,6,13,4,11.5,0,6,12,2,12.5,0,0
single,43,1,evening,120.0,37,120.0,yes,yes,yes,male,no,34,10,10,7,11.714285714285714,0,10,10,6,11.5,0,0
single,43,1,evening,160.0,3,125.0,no,no,yes,male,no,26,5,7,5,12.6,0,5,7,5,13.714285714285714,0,1
single,17,1,daytime,125.0,37,134.1,yes,no,yes,male,no,24,17,19,13,11.642857142857142,0,17,25,12,11.25,0,0
single,1,1,daytime,146.0,1,149.5,yes,no,yes,male,yes,17,6,8,6,14.875,0,6,8,6,13.428571428571429,0,1
single,43,4,daytime,117.0,3,113.2,no,no,yes,male,no,21,5,11,2,10.0,0,5,10,3,10.333333333333334,0,1
married,39,1,evening,150.0,1,146.0,no,no,yes,male,no,34,5,5,5,14.2,0,5,5,5,14.6,0,1
single,44,1,daytime,140.0,19,140.0,yes,no,yes,male,no,19,6,8,6,12.714285714285714,0,6,9,6,13.5,0,1
married,39,1,daytime,111.0,1,162.4,no,yes,no,male,no,49,12,16,5,11.6,0,7,7,5,11.2,0,0
single,43,1,daytime,120.0,2,136.6,no,no,yes,male,no,23,7,14,5,11.94,0,7,14,6,12.2,0,0
single,18,3,daytime,111.0,1,111.0,yes,no,yes,male,no,18,5,10,4,11.6,0,5,9,3,14.2,0,0
single,1,1,daytime,118.0,12,115.7,no,no,yes,male,no,20,7,9,5,12.7,0,8,9,7,13.475,0,1
single,1,3,daytime,106.0,3,105.7,yes,no,yes,male,no,19,6,6,6,13.333333333333334,0,6,9,5,13.8,0,1
single,42,1,daytime,120.0,3,128.2,yes,no,yes,male,no,24,9,13,8,13.333333333333334,0,10,12,9,13.11111111111111,0,1
single,1,1,daytime,151.0,1,137.0,yes,no,yes,male,no,18,5,5,5,13.4,0,5,5,5,15.0,0,1
married,39,1,daytime,133.1,34,120.0,no,yes,no,male,no,45,6,12,0,0.0,0,6,12,0,0.0,0,0
single,39,1,evening,120.0,34,120.5,yes,no,yes,male,no,30,5,5,2,11.0,0,5,5,0,0.0,0,0
single,51,1,evening,120.0,1,118.1,no,no,yes,male,no,28,15,17,13,12.0,0,13,13,9,11.333333333333334,0,0
single,39,1,evening,110.0,37,139.0,no,no,yes,male,no,40,5,0,0,0.0,0,5,0,0,0.0,0,0
single,39,2,daytime,133.1,38,116.3,no,no,no,male,no,32,5,5,0,0.0,0,5,9,0,0.0,0,0
single,17,5,daytime,118.0,19,120.5,yes,no,yes,male,no,19,6,12,4,12.5,0,6,12,4,10.25,0,0
single,1,1,daytime,139.0,1,134.9,yes,no,yes,male,no,20,6,7,6,13.666666666666666,0,6,7,6,12.166666666666666,1,1
single,17,1,daytime,130.0,1,123.0,no,no,yes,male,no,18,5,10,1,10.0,0,5,7,0,0.0,0,0
single,17,1,daytime,132.0,38,122.9,no,no,no,male,no,20,6,6,6,11.5,0,6,9,2,13.0,0,0
single,39,1,evening,100.0,37,140.0,no,no,yes,male,no,39,5,7,4,12.25,0,5,7,4,12.75,0,1
single,17,1,daytime,120.0,19,122.5,no,no,no,male,no,19,6,11,5,13.6,0,6,11,5,13.666666666666666,0,1
single,39,1,evening,133.1,37,121.5,no,no,yes,male,no,38,5,11,2,10.5,0,5,9,3,11.333333333333334,1,1
single,17,3,daytime,156.0,19,132.3,yes,no,yes,male,yes,18,7,7,6,13.266666666666666,0,7,7,6,13.266666666666666,0,1
single,17,4,daytime,143.0,19,131.5,yes,no,yes,male,yes,18,7,8,7,12.5125,0,8,8,8,14.1875,0,1
married,43,1,daytime,133.1,34,128.2,no,no,yes,male,no,28,5,9,0,0.0,0,5,5,0,0.0,0,0
single,39,1,daytime,140.0,37,148.0,yes,no,no,male,no,31,6,14,0,0.0,0,6,6,0,0.0,0,0
single,1,1,daytime,127.0,2,121.5,no,no,yes,male,no,23,7,7,6,13.483333333333334,0,7,7,6,13.483333333333334,0,1
single,1,1,daytime,135.0,38,135.4,yes,no,yes,male,no,21,7,9,6,12.565,0,8,12,5,12.16,0,1
single,39,1,daytime,133.1,37,139.0,no,yes,no,male,no,33,6,8,0,0.0,0,5,6,0,0.0,0,0
single,43,1,daytime,120.0,37,113.4,no,no,yes,male,no,22,5,9,3,13.0,0,5,9,3,11.666666666666666,0,0
single,44,1,daytime,150.0,19,150.0,yes,yes,yes,male,no,20,5,6,5,16.5,0,5,7,5,17.714285714285715,0,0
single,17,1,daytime,123.0,37,122.0,no,yes,yes,male,no,19,6,7,6,13.166666666666666,0,6,9,5,13.2,0,1
single,44,1,daytime,150.0,38,150.0,yes,no,yes,male,no,20,6,11,6,13.8,0,6,7,6,13.142857142857142,0,1
single,39,1,daytime,133.1,37,119.3,yes,no,yes,male,no,25,6,7,6,11.166666666666666,0,6,11,4,11.8,0,1
single,39,1,daytime,130.0,1,140.0,no,no,no,male,no,25,6,0,0,0.0,0,6,0,0,0.0,0,0
single,1,4,daytime,140.0,4,125.0,yes,no,yes,male,no,19,6,7,6,12.666666666666666,0,6,8,6,12.142857142857142,0,1
single,1,1,daytime,141.0,2,140.7,yes,no,yes,male,no,20,5,5,5,12.6,0,5,6,4,14.5,1,1
married,39,1,daytime,133.1,19,100.0,no,no,yes,male,no,33,7,7,5,13.06,0,7,9,0,0.0,0,1
single,17,5,daytime,146.0,1,146.7,yes,no,yes,male,no,19,6,7,6,13.833333333333334,0,6,8,6,13.625,0,1
single,39,1,daytime,133.1,34,96.0,no,no,yes,male,no,31,5,5,0,0.0,0,5,5,0,0.0,0,0
single,44,1,daytime,160.0,3,160.0,no,yes,no,male,no,24,6,6,2,16.0,0,7,7,2,16.0,0,0
single,44,1,daytime,130.0,19,130.0,no,yes,no,male,no,23,5,5,0,0.0,0,5,5,0,0.0,0,0
married,39,1,evening,160.0,1,130.0,no,no,no,male,yes,26,5,12,3,10.666666666666666,0,5,11,3,10.666666666666666,0,0
married,43,1,daytime,140.0,37,140.0,yes,no,yes,male,no,38,18,18,18,14.5,0,18,18,18,14.5,0,1
single,1,6,daytime,126.0,19,116.6,yes,no,yes,male,yes,20,5,6,5,14.0,0,5,7,5,13.8,0,1
single,17,5,daytime,118.0,1,120.5,yes,no,yes,male,no,20,5,10,3,13.333333333333334,0,5,11,5,13.571428571428571,0,1
single,39,1,daytime,133.1,3,103.0,no,no,yes,male,no,25,6,0,0,0.0,0,6,0,0,0.0,0,0
single,17,2,daytime,121.0,1,111.9,yes,no,yes,male,no,19,6,9,5,12.0,0,6,10,4,11.2,0,1
single,17,1,daytime,148.0,1,148.7,no,no,yes,male,no,18,5,6,5,16.2,0,5,8,5,16.0,0,1
single,43,1,evening,133.1,12,120.0,no,no,yes,male,no,28,13,13,7,10.285714285714286,0,11,13,5,10.6,0,0
single,1,2,daytime,140.0,19,125.7,yes,no,yes,male,no,18,5,5,0,0.0,0,5,5,0,0.0,0,1
single,1,1,daytime,132.0,1,120.1,yes,no,yes,male,yes,20,6,7,6,13.571428571428571,0,6,8,6,13.166666666666666,0,1
single,1,1,daytime,140.0,4,127.8,no,no,yes,male,no,18,6,7,6,14.285714285714286,0,6,9,6,14.857142857142858,0,1
single,17,3,daytime,112.0,1,106.4,yes,no,yes,male,no,19,5,7,5,10.2,0,5,6,4,10.5,0,1
single,42,1,daytime,100.0,19,100.0,no,yes,yes,male,no,24,8,16,2,10.25,1,8,16,2,10.25,1,0
single,17,4,daytime,126.0,1,123.9,yes,no,yes,male,no,21,6,0,0,0.0,0,6,0,0,0.0,0,0
single,1,1,daytime,150.0,3,139.5,no,no,yes,male,yes,20,6,7,6,14.833333333333334,0,6,6,6,14.833333333333334,0,1
single,44,1,daytime,150.0,19,150.0,yes,no,yes,male,no,21,6,12,5,13.625,0,6,6,5,12.6,0,1
married,1,1,daytime,144.0,19,139.8,no,yes,yes,male,no,24,7,7,7,12.271428571428572,0,8,10,7,13.657142857142857,0,1
single,39,1,evening,133.1,38,154.4,no,no,yes,male,no,27,5,0,0,0.0,0,5,0,0,0.0,0,0
single,17,6,daytime,120.0,37,115.5,yes,yes,no,male,no,19,5,8,4,12.5,0,5,9,5,10.5,0,1
single,39,1,evening,133.1,3,119.0,no,no,yes,male,no,39,9,10,9,13.22222222222222,0,7,8,7,13.142857142857142,0,1
single,39,1,daytime,133.1,19,96.1,no,no,yes,male,no,25,7,13,2,15.0,0,7,12,2,11.5,0,0
single,7,1,daytime,130.0,1,130.0,no,no,no,male,no,18,0,0,0,0.0,0,0,0,0,0.0,0,0
single,43,1,daytime,133.0,1,128.8,no,no,yes,male,no,19,12,12,12,13.166666666666666,0,12,12,12,13.0,0,1
single,18,1,daytime,124.0,38,126.8,no,no,yes,male,yes,21,6,8,5,13.833333333333334,0,6,6,4,14.0,0,1
single,7,1,evening,130.0,1,130.0,no,no,yes,male,no,27,5,0,0,0.0,0,5,0,0,0.0,0,0
single,1,3,daytime,124.0,1,116.7,yes,no,yes,male,no,19,5,6,0,0.0,0,5,6,0,0.0,0,1
single,17,3,daytime,132.0,3,125.5,yes,no,yes,male,no,18,8,8,7,13.154285714285717,0,8,8,7,13.154285714285717,0,1
single,7,1,daytime,110.0,27,110.0,yes,no,yes,male,no,27,12,12,9,12.333333333333334,0,11,11,6,13.166666666666666,0,0
single,1,3,daytime,127.0,19,133.7,yes,yes,yes,male,no,18,6,6,6,13.0,0,6,7,5,11.8,0,0
single,1,1,daytime,130.0,2,117.6,no,no,yes,male,no,19,5,14,2,11.5,2,5,8,5,11.4,3,1
single,44,1,daytime,140.0,19,140.0,no,no,yes,male,no,19,6,15,3,13.25,0,6,9,1,12.0,0,0
single,44,1,daytime,150.0,19,150.0,no,no,yes,male,no,22,6,12,3,13.333333333333334,0,6,12,3,12.75,0,1
single,16,2,daytime,133.0,19,133.7,yes,no,yes,female,no,18,6,6,6,13.5,0,6,6,6,12.166666666666666,0,1
single,16,4,daytime,109.0,37,137.0,yes,no,yes,female,yes,18,6,7,6,12.666666666666666,0,6,8,5,12.8,0,1
single,43,1,daytime,133.1,4,128.2,no,no,yes,female,no,23,11,18,11,15.090909090909092,1,6,7,6,14.5,0,0
single,18,4,daytime,133.0,1,129.2,yes,yes,no,male,no,20,0,0,0,0.0,0,0,0,0,0.0,0,0
single,17,3,daytime,134.0,2,129.5,yes,no,yes,male,no,18,6,7,6,13.166666666666666,0,6,7,6,12.666666666666666,0,1
single,1,4,daytime,125.0,19,129.6,yes,no,yes,male,no,18,6,6,6,12.833333333333334,0,6,8,6,12.833333333333334,0,1
single,17,3,daytime,135.0,1,121.7,yes,no,yes,male,no,18,5,7,5,11.8,0,5,9,3,12.0,0,1
single,17,2,daytime,132.0,19,141.8,yes,no,yes,male,no,20,6,6,6,11.833333333333334,0,6,6,6,12.166666666666666,0,1
single,1,3,daytime,135.0,3,129.8,yes,no,yes,male,no,20,6,6,5,12.8,0,6,11,3,12.75,0,1
single,44,1,daytime,100.0,1,106.0,no,no,yes,male,no,21,7,7,5,11.8,0,9,9,5,11.0,0,0
single,43,1,daytime,144.0,19,121.6,no,no,yes,male,no,22,0,0,0,0.0,0,0,0,0,0.0,0,1
single,17,1,daytime,125.0,19,121.5,yes,no,yes,male,no,20,5,7,5,15.8,0,5,7,5,14.571428571428571,0,0
single,1,1,daytime,133.1,1,117.0,no,yes,yes,male,no,19,0,0,0,0.0,0,0,0,0,0.0,0,1
single,44,1,daytime,130.0,38,130.0,yes,no,yes,male,no,19,5,9,2,12.5,0,5,10,3,11.6,0,1
single,17,1,daytime,117.0,1,117.7,yes,no,yes,male,no,20,6,9,6,14.666666666666666,0,6,7,6,13.857142857142858,0,1
single,44,1,daytime,140.0,19,140.0,yes,no,yes,male,no,19,6,10,4,12.5,0,6,16,2,12.0,0,0
single,1,1,daytime,132.0,1,133.1,yes,no,yes,male,no,19,5,7,3,12.0,0,6,10,2,10.5,0,0
single,15,1,daytime,133.1,2,100.0,no,yes,yes,male,no,24,8,8,7,13.142857142857142,0,6,8,6,11.833333333333334,0,1
single,17,1,daytime,132.0,19,119.1,no,yes,yes,male,no,18,6,6,3,12.666666666666666,0,6,11,4,11.142857142857142,0,0
single,1,1,daytime,148.0,19,129.8,no,no,no,male,yes,18,5,6,5,15.0,0,5,6,5,14.2,0,1
single,1,1,daytime,133.0,19,131.3,yes,yes,yes,female,no,18,6,7,5,13.6,0,6,7,5,11.8,0,0
single,17,5,daytime,143.0,1,136.7,yes,no,yes,female,no,18,6,6,6,12.5,0,6,6,6,13.833333333333334,0,1
single,17,1,daytime,143.0,19,126.2,yes,no,yes,female,yes,21,6,7,6,13.333333333333334,0,6,7,6,13.5,0,1
single,15,1,daytime,133.1,37,109.6,no,no,yes,female,no,18,6,13,4,12.25,0,6,15,5,11.0,0,0
single,1,1,daytime,141.0,1,131.9,yes,no,yes,female,yes,18,7,7,7,15.101428571428572,0,8,8,8,16.09375,0,1
single,1,2,daytime,140.0,19,140.7,yes,no,yes,female,yes,18,6,6,6,13.166666666666666,0,6,6,6,16.0,0,1
single,18,6,evening,134.0,3,120.7,yes,no,yes,female,no,23,6,8,4,11.0,0,6,6,0,0.0,0,0
single,1,2,daytime,118.0,3,113.8,yes,no,yes,female,no,21,5,9,3,11.666666666666666,0,5,9,4,11.75,0,1
single,1,1,daytime,135.0,19,121.0,no,no,yes,female,no,20,6,13,1,10.0,0,6,13,1,13.0,0,1
single,17,1,evening,119.0,34,112.4,yes,no,yes,female,no,26,7,15,7,11.571428571428571,0,6,14,2,11.0,0,0
single,1,6,daytime,145.0,1,131.0,yes,no,yes,female,yes,18,6,6,6,12.166666666666666,0,6,10,5,11.2,0,1
single,1,1,daytime,143.0,3,142.7,yes,no,yes,female,no,18,0,0,0,0.0,0,0,0,0,0.0,0,0
single,1,1,daytime,123.0,19,125.5,no,no,no,female,yes,19,6,6,6,13.833333333333334,0,6,7,6,14.285714285714286,0,1
single,1,3,daytime,108.0,19,107.8,yes,no,yes,female,yes,20,7,10,6,12.357142857142858,0,8,9,7,13.0,0,1
single,1,3,daytime,117.0,38,110.4,yes,yes,no,female,no,19,6,7,6,12.166666666666666,0,6,10,2,10.333333333333334,0,0
single,44,1,daytime,140.0,37,136.1,yes,yes,yes,female,no,21,6,8,3,12.0,0,6,6,2,12.5,0,1
single,39,1,daytime,170.0,37,138.3,no,no,yes,female,no,33,10,14,9,12.416666666666666,0,9,14,7,13.0,0,1
single,1,2,daytime,157.0,3,142.3,no,no,yes,female,no,18,5,7,4,12.75,0,5,6,4,12.75,0,1
single,42,1,daytime,141.0,37,145.0,no,no,yes,female,no,21,21,33,18,14.933333333333334,12,21,33,18,14.933333333333334,12,1
single,1,1,daytime,125.0,3,125.7,yes,no,yes,female,no,19,6,6,6,13.0,0,6,7,6,11.666666666666666,0,1
